__v,_id,reason
0,60c2ff964ebf374a94c21e26,Behind on payment
0,60c2ff964ebf374a94c21e27,Vehicle theft
0,60c2ff964ebf374a94c21e28,Vehicle sold
0,60c2ff964ebf374a94c21e29,Dissatisfied with the current policy
